DepMap_ID,stripped_cell_line_name,CCLE_name,alias,COSMIC_ID,Sanger_ID,disease,disease_sutype,disease_sub_subtype,gender,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity
ACH-000167,KE97,KE97_STOMACH,,, ,gastric, , ,Male,RIKEN,2.0,-1.6268352065697271,Semi-Adherent,RPMI + 10% FBS,10.5
ACH-000168,NOMO1,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908451.0,297,leukemia,AML, ,Female,HSRRB,2.0,-2.180197648977718,Suspension,RPMI + 10% FBS,17.8
ACH-000169,RD,RD_SOFT_TISSUE,,909264.0,1763,rhabdomyosarcoma, , ,Female,ATCC,2.0,-4.727469738167279,Adherent,DMEM:F12  (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin + 0.01mg/ml Transferrin + 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,18.9
ACH-000170,PRECLH,PRECLH_PROSTATE,,, ,prostate,prostate_immortalized, ,Unknown,,,,,,
ACH-000171,VMRCRCZ,VMRCRCZ_KIDNEY,,909781.0,738,kidney, , ,Unknown,HSRRB,,,,,
ACH-000172,TM87,TM87_SOFT_TISSUE,TM87,, ,rhabdoid, , ,Unknown,,,,,,
ACH-000173,JHUEM3,JHUEM3_ENDOMETRIUM,,, ,uterus,uterus_endometrium, ,Female,RIKEN,,,,,
ACH-000174,CAL62,CAL62_THYROID,,906828.0,1753,thyroid, , ,Female,DSMZ,,,,,
ACH-000175,TE159T,TE159T_FIBROBLAST,,, ,fibroblast, , ,Male,ATCC,,,,,
ACH-000176,LOUNH91,LOUNH91_LUNG,,1298226.0,1506,lung,lung_NSC,lung_squamous,Female,DSMZ,,,,,
ACH-000177,NCIH660,NCIH660_PROSTATE,,1330975.0,87,prostate, , ,Male,ATCC,,,,,
ACH-000178,HS766T,HS766T_PANCREAS,,1298141.0,1843,pancreas, , ,Male,ATCC,2.0,-4.274680169587346,Adherent,DMEM + 10% FBS,6.2
ACH-000179,NCIH1618,NCIH1618_LUNG,,, ,lung,lung_small, ,Female,ATCC,,,,,
ACH-000180,HS839T,HS839T_FIBROBLAST,,, ,fibroblast, , ,Female,ATCC,,,,,
ACH-000181,SCC9,SCC9_UPPER_AERODIGESTIVE_TRACT,,909709.0,2054,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,ATCC,,,,,
ACH-000182,SNU869,SNU869_BILIARY_TRACT,,, ,bile_duct,cholangiocarcinoma,extrahepatic,Unknown,,1.0,-5.877170533474987,Semi-Adherent,RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,9.2
ACH-000183,L363,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,924239.0,2224,multiple_myeloma, , ,Female,DSMZ,2.0,-4.338347516022634,Suspension,RPMI + 15% FBS,5.1
ACH-000184,HS343T,HS343T_FIBROBLAST,,, ,fibroblast, , ,Female,ATCC,,,,,
ACH-000185,HS737T,HS737T_FIBROBLAST,,, ,fibroblast, , ,Female,ATCC,,,,,
ACH-000186,NCIH2444,NCIH2444_LUNG,,1298356.0,1538,lung,lung_NSC, ,Male,ATCC,,,,,
ACH-000187,CORL311,CORL311_LUNG,,687980.0,1167,lung,lung_small, ,Male,ECACC,1.0,-3.068733487290163,Suspension,RPMI + 10% FBS + 2mM Glutamax,31.9
ACH-000188,SCC25,SCC25_UPPER_AERODIGESTIVE_TRACT,,910701.0,1419,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,ATCC,2.0,-3.562705731163463,,DMEM:F12 (1:1) + 10% FBS + 0.4ug/ml Hydrocortisone,9.3
ACH-000189,RCC10RGB,RCC10RGB_KIDNEY,,909974.0,1640,kidney, , ,Male,RIKEN,2.0,-2.0531568761106387,Adherent,DMEM + 10% FBS,52.4
ACH-000190,HDMYZ,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907050.0,883,lymphoma,Hodgkin_lymphoma, ,Male,DSMZ,2.0,-3.031598033605288,Adherent,RPMI + 10% heat inactivated FBS,21.6
ACH-000191,BHT101,BHT101_THYROID,,906696.0,672,thyroid, , ,Female,DSMZ,,,,,
ACH-000192,MFE280,MFE280_ENDOMETRIUM,,908129.0,1540,uterus,uterus_endometrium, ,Female,DSMZ,,,,,
ACH-000193,KARPAS620,KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327775.0,184,multiple_myeloma, , ,Female,DSMZ,,,,,
ACH-000194,HS934T,HS934T_FIBROBLAST,,, ,fibroblast, , ,Female,ATCC,,,,,
ACH-000195,SET2,SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,AML, ,Female,DSMZ,,,,,
ACH-000196,HCC1599,HCC1599_BREAST,,749713.0,1264,breast,HER2Amp, ,Female,ATCC,,,,,
ACH-000197,TALL1,TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909762.0,2218,leukemia,T-cell_ALL, ,Male,DSMZ,,,,,
ACH-000198,EOL1,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906856.0,426,leukemia,AML, ,Male,DSMZ,2.0,-4.386326799006111,Suspension,RPMI + 10% FBS,29.8
ACH-000199,HS255T,HS255T_FIBROBLAST,,, ,fibroblast, , ,Female,ATCC,,,,,
ACH-000200,NMCG1,NMCG1_CENTRAL_NERVOUS_SYSTEM,,908449.0,650,central_nervous_system,glioma,glioblastoma,Female,HSSRB,2.0,-2.1387520785259904,Adherent,DMEM + 10% FBS,31.4
ACH-000201,A204,A204_SOFT_TISSUE,,910784.0,349,rhabdoid, , ,Female,ATCC,,,,,
ACH-000202,COLO320,COLO320_LARGE_INTESTINE,,, ,colorectal, , ,Female,DSMZ,3.0,-1.5171294894037983,Adherent,RPMI + 10% FBS,37.6
ACH-000203,NH6,NH6_AUTONOMIC_GANGLIA,,, ,peripheral_nervous_system,neuroblastoma, ,Female,HSSRB,,,,,
ACH-000204,LP1,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907791.0,1794,multiple_myeloma, , ,Female,HSRRB,2.0,-2.11532378185466,Semi-adherent,IMDM + 10% FBS,4.8
ACH-000205,PK59,PK59_PANCREAS,,, ,pancreas, , ,Female,JCRB,,,,,
ACH-000206,C8166,C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,lymphoma,T-cell_lymphoma_other, ,Unknown,,2.0,-2.8342249737163305,Suspension,RPMI + 10% FBS,20.5
ACH-000207,DETROIT562,DETROIT562_UPPER_AERODIGESTIVE_TRACT,,906837.0,2075,upper_aerodigestive,upper_aerodigestive_squamous, ,Female,ATCC,2.0,-2.2758007923902914,,MEM + 10% FBS,18.6
ACH-000208,U178,U178_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma,glioblastoma,Male,,,,,,
ACH-000209,SNU1079,SNU1079_BILIARY_TRACT,,, ,bile_duct,cholangiocarcinoma,intrahepatic,Male,KCLB,2.0,-2.5182528329090457,Adherent,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,25.7
ACH-000210,CADOES1,CADOES1_BONE,CADO-ES-1,753539.0,1523,bone,Ewing_sarcoma, ,Female,DSMZ,,,,,
ACH-000211,DAOY,DAOY_CENTRAL_NERVOUS_SYSTEM,,906833.0,2150,central_nervous_system,medulloblastoma,non-MYC,Male,ATCC,2.0,-4.70632436382593,Adherent,MEM + 10% FBS,8.4
ACH-000212,CAL120,CAL120_BREAST,,906826.0,1748,breast,TNBC, ,Female,DSMZ,,,,,
ACH-000213,HUPT4,HUPT4_PANCREAS,,907286.0,618,pancreas, , ,Male,DSMZ,,,,,
ACH-000214,HS675T,HS675T_FIBROBLAST,,, ,fibroblast, , ,Male,ATCC,,,,,
ACH-000215,LN382,LN382_CENTRAL_NERVOUS_SYSTEM,LN-382,, ,central_nervous_system,glioma,glioblastoma,Male,,2.0,-5.6612130816809225,Adherent,DMEM + 10% FBS,no data available
ACH-000216,JHESOAD1,JHESOAD1_OESOPHAGUS,,, ,esophagus,esophagus_adenocarcinoma, ,Male,,,,,,
ACH-000217,JHH6,JHH6_LIVER,,1240159.0,1824,liver, , ,Female,HSRRB,2.0,-4.997410860231738,Adherent,William's E Medium + 10% FBS,9.3
ACH-000218,PL21,PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330991.0,698,leukemia,AML, ,Male,DSMZ,,,,,
ACH-000219,A375,A375_SKIN,,906793.0,953,skin,melanoma, ,Female,ATCC,2.0,-4.156094240959696,Adherent,DMEM + 10% FBS,9.6
ACH-000220,MINO,MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,lymphoma,B-cell_lymphoma_other, ,Male,ATCC,,,,,
ACH-000221,SNU398,SNU398_LIVER,,1240217.0,2169,liver, , ,Male,ATCC,2.0,-3.852821987922317,Adherent,RPMI + 10% FBS,41.3
ACH-000222,ASPC1,ASPC1_PANCREAS,,910702.0,59,pancreas, , ,Female,ATCC,3.0,-2.5076295137055182,Adherent,RPMI + 10% FBS,57.2
ACH-000223,HCC1937,HCC1937_BREAST,,749714.0,936,breast,TNBC, ,Female,ATCC,2.0,-5.080090287120985,Adherent,RPMI + 10% FBS,12.5
ACH-000224,HS819T,HS819T_FIBROBLAST,,, ,fibroblast, , ,Male,ATCC,,,,,
ACH-000225,ECC12,ECC12_STOMACH,,906849.0,2094,gastric,gastric_small, ,Male,Riken,,,,,
ACH-000226,SUPM2,SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331040.0,1878,lymphoma,ALCL, ,Female,DSMZ,4.0,-3.9823609187642366,Suspension,RPMI + 20% FBS,46.7
ACH-000227,KPNYN,KPNYN_AUTONOMIC_GANGLIA,,907314.0,1977,peripheral_nervous_system,neuroblastoma, ,Male,HSSRB,3.0,-1.6715918183340421,Adherent,RPMI + 10% FBS,47.1
ACH-000228,BICR31,BICR31_UPPER_AERODIGESTIVE_TRACT,,1290725.0,940,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,ECACC,2.0,-3.4887617494401404,Adherent,DMEM + 10% FBS,44.3
ACH-000229,HS822T,HS822T_FIBROBLAST,Hs 822.T,, ,fibroblast, , ,Female,ATCC,,,,,
ACH-000230,HS742T,HS742T_FIBROBLAST,,, ,fibroblast, , ,Female,ATCC,,,,,
ACH-000231,KALS1,KALS1_CENTRAL_NERVOUS_SYSTEM,,907271.0,1936,central_nervous_system,glioma,glioblastoma,Female,HSSRB,2.0,-5.580212176455051,Adherent,RPMI + 5% FBS,7.2
ACH-000232,U251MG,U251MG_CENTRAL_NERVOUS_SYSTEM,U251-MG,905983.0,1913,central_nervous_system,glioma,astrocytoma,Male,HSRRB,2.0,-4.2779045525190345,Adherent,DMEM + 10% FBS,11.3
ACH-000233,DEL,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906836.0,793,lymphoma,T-cell_lymphoma_other, ,Male,DSMZ,2.0,-3.612553758261621,Suspension,RPMI + 10% FBS,18.7
ACH-000234,CAKI2,CAKI2_KIDNEY,,, ,kidney, , ,Male,ATCC,2.0,-2.99572827988058,Adherent,McCoy's 5A + 10% FBS,44.5
ACH-000235,PANC0403,PANC0403_PANCREAS,,1298476.0,2123,pancreas, , ,Male,ATCC,4.0,-5.467061515741314,,RPMI + 15% FBS + 20ug/ml Insulin,16.9
ACH-000236,SW1417,SW1417_LARGE_INTESTINE,,909747.0,974,colorectal, , ,Female,ATCC,,,,,
ACH-000237,JHOM1,JHOM1_OVARY,,, ,ovary,ovary_adenocarcinoma,ovary_mucinous,Female,RIKEN,3.0,-4.405792716910844,,DMEM:F12 (1:1) + 10% FBS + 0.1mM NEAA,36.7
ACH-000238,SCC4,SCC4_UPPER_AERODIGESTIVE_TRACT,,910904.0,1476,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,ATCC,2.0,-4.362587373739408,Adherent,DMEM:F12 (1:1) + 10% FBS + 0.4ug/ml Hydrocortisone,18.4
ACH-000239,HUG1N,HUG1N_STOMACH,,, ,gastric,gastric_adenocarcinoma, ,Male,RIKEN,,,,,
ACH-000240,HS600T,HS600T_FIBROBLAST,Hs 600.T,, ,fibroblast, , ,Male,ATCC,,,,,
ACH-000241,JK1,JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,CML, ,Male,DSMZ,,,,,
ACH-000242,RT4,RT4_URINARY_TRACT,,687455.0,1309,urinary_tract, , ,Male,ATCC,,,,,
ACH-000243,DANG,DANG_PANCREAS,,1290797.0,871,pancreas, , ,Female,DSMZ,4.0,-4.607467145772257,Adherent,RPMI + 10% FBS,11.5
ACH-000244,DKMG,DKMG_CENTRAL_NERVOUS_SYSTEM,,906839.0,1386,central_nervous_system,glioma,glioblastoma,Female,DSMZ,2.0,-2.1668729061002776,Adherent,RPMI + 10% FBS + 2mM Glutamine,49.6
ACH-000245,BL41,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910706.0,737,lymphoma,Burkitt_lymphoma, ,Male,DSMZ,,,,,
ACH-000246,SLR23,SLR23_KIDNEY,,, ,kidney, , ,Unknown,,2.0,-4.781959960570928,Adherent,RPMI + 10% FBS + Kanamycin,17
ACH-000247,OCUM1,OCUM1_STOMACH,,1298358.0,1712,gastric,gastric_adenocarcinoma,diffuse_gastric,Female,HSRRB,2.0,-3.164377062571183,Semi-adherent,DMEM + 10% FBS,15.5
ACH-000248,AU565,AU565_BREAST,,910704.0,726,breast,HER2Amp, ,Female,ATCC,2.0,-2.8551433217721947,Adherent,DMEM + 10% FBS,36.2
ACH-000249,CL11,CL11_LARGE_INTESTINE,,1290769.0,1153,colorectal, , ,Male,DSMZ,,,,,
ACH-000250,KMRC20,KMRC20_KIDNEY,,1298169.0,1515,kidney, , ,Unknown,HSSRB,2.0,-5.009711220387546,Adherent,RPMI + 10% FBS,15.2
ACH-000251,NCIH2887,NCIH2887_LUNG,NCI-H2887,, ,lung,lung_NSC, ,Male,,2.0,-2.1966483602403994,Adherent,RPMI + 10% FBS,37.8
ACH-000252,LS1034,LS1034_LARGE_INTESTINE,,917486.0,1756,colorectal, , ,Male,ATCC,,,,,
ACH-000253,COLO201,COLO201_LARGE_INTESTINE,,, ,colorectal, , ,Male,,2.0,-3.6367744306011236,Mixed adherence ,RPMI + 10% FBS,16.6
ACH-000254,SCC15,SCC15_UPPER_AERODIGESTIVE_TRACT,,910911.0,2053,upper_aerodigestive,upper_aerodigestive_squamous, ,Male,ATCC,,,,,
ACH-000255,LMSU,LMSU_STOMACH,,, ,gastric, , ,Female,RIKEN,2.0,-3.4995232403703707,epithelial-like,F12 + 10% FBS,13.8
ACH-000256,COV318,COV318_OVARY,,, ,ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Female,ECACC,2.0,-3.2091187897846307,Adherent,MEM + 10% FBS,28.3
ACH-000257,CORL279,CORL279_LUNG,,910937.0,1768,lung,lung_small, ,Male,ECACC,2.0,-2.10827371788364,Semi-adherent,RPMI + 10% FBS + 2mM Glutamine,15.1
ACH-000258,DU4475,DU4475_BREAST,,906844.0,302,breast,TNBC, ,Female,ATCC,2.0,-1.6620195265888118,Suspension,RPMI + 10% FBS,55.9
ACH-000259,KELLY,KELLY_AUTONOMIC_GANGLIA,,753618.0,225,peripheral_nervous_system,neuroblastoma, ,Female,DSMZ,3.0,-5.198263945690334,Adherent,RPMI + 10% FBS,28.3
ACH-000260,SKNAS,SKNAS_AUTONOMIC_GANGLIA,,724828.0,1480,peripheral_nervous_system,neuroblastoma, ,Female,ATCC,3.0,-5.776241012324816,Adherent,DMEM + 10% FBS + NEAA,16.2
ACH-000261,RERFLCAI,RERFLCAI_LUNG,,, ,lung,lung_NSC,lung_squamous,Unknown,RIKEN,2.0,-5.391207738568278,Adherent,MEM + 10% FBS,5.9
ACH-000262,UOK101,UOK101_KIDNEY,,, ,kidney, , ,Female,,2.0,-2.6973228420837723,Adherent,DMEM + 10% FBS,38.7
ACH-000263,KASUMI1,KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907275.0,1196,leukemia,AML, ,Male,DSMZ,2.0,-1.9212831267137944,Suspension,RPMI + 10% FBS,45.3
ACH-000264,CALU6,CALU6_LUNG,,724859.0,1844,lung,lung_NSC, ,Female,ATCC,2.0,-5.623445836252196,Adherent,MEM + 10% FBS,8.1
ACH-000265,KP4,KP4_PANCREAS,,753572.0,708,pancreas, , ,Male,RIKEN,4.0,-3.893281983359555,Adherent,DMEM:F12 (1:1) + 10% FBS,11.7
ACH-000266,SNU213,SNU213_PANCREAS,,, ,pancreas, , ,Male,KCLB,4.0,-5.191713742580967,Adherent,RPMI + 10% FBS + 2mM L-glutamine,14.2
ACH-000267,HDLM2,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,924110.0,1510,lymphoma,Hodgkin_lymphoma, ,Male,DSMZ,,,,,
ACH-000268,SNU245,SNU245_BILIARY_TRACT,,, ,bile_duct,cholangiocarcinoma, ,Unknown,KCLB,,,,,
ACH-000269,AM38,AM38_CENTRAL_NERVOUS_SYSTEM,,910933.0,776,central_nervous_system,glioma,glioblastoma,Male,HSSRB,,,,,
ACH-000270,HPAC,HPAC_PANCREAS,,1298136.0,744,pancreas, , ,Female,ATCC,,,,,
ACH-000271,SUDHL10,SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331033.0,269,lymphoma,DLBCL, ,Male,DSMZ,2.0,-3.6453799723456837,Suspension,RPMI + 20% FBS,55
ACH-000272,SLR24,SLR24_KIDNEY,,, ,kidney, , ,Unknown,,2.0,-4.087635675548891,Adherent,RPMI + 10% FBS,7.7
ACH-000273,SF539,SF539_CENTRAL_NERVOUS_SYSTEM,,905984.0,1781,central_nervous_system,glioma, ,Female,Garraway Lab,2.0,-4.755426869302728,Adherent,RPMI + 5% FBS,16.9
ACH-000274,HS852T,HS852T_SKIN,,, ,skin,melanoma, ,Male,ATCC,2.0,-3.3420143795389037,Adherent,DMEM + 10% FBS,6.1
ACH-000275,HS834T,HS834T_FIBROBLAST,,, ,fibroblast, , ,Female,,,,,,
ACH-000276,HCC38,HCC38_BREAST,,749717.0,1318,breast,TNBC, ,Female,ATCC,,,,,
ACH-000277,HCC1419,HCC1419_BREAST,,907045.0,1551,breast,HER2Amp, ,Female,ATCC,2.0,-3.1380036462294187,Adherent,RPMI + 10% FBS,48.7
ACH-000278,COV362,COV362_OVARY,,, ,ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Female,ECACC,3.0,-3.2617516422501165,Adherent,DMEM + 10% FBS + 2mM L-glutamine,16.5
ACH-000279,EWS502,EWS502_BONE,,, ,bone,Ewing_sarcoma, ,Unknown,,2.0,-4.571441446518841,Adherent,RPMI + 15% FBS + 2mM Glutamine,15.7
ACH-000280,SNU840,SNU840_OVARY,,, ,ovary,ovary_non_epithelial,Brenner_tumor,Female,KCLB,3.0,-2.4787428959290034,Adherent,RPMI + 10% FBS,45.9
ACH-000281,KP2,KP2_PANCREAS,,1298218.0,746,pancreas, , ,Female,HSRRB,3.0,-2.4712749837145886,Adherent,RPMI + 10% FBS,15
ACH-000282,NCIH1755,NCIH1755_LUNG,,908475.0,1240,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,,,,,
ACH-000283,A1207,A1207_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma,glioblastoma,Female,,,,,,
ACH-000284,HS840T,HS840T_FIBROBLAST,,, ,fibroblast, , ,Male,ATCC,,,,,
ACH-000285,TOLEDO,TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,lymphoma,DLBCL, ,Female,ATCC,,,,,
ACH-000286,SNU1033,SNU1033_LARGE_INTESTINE,,, ,colorectal, , ,Female,KCLB,2.0,-2.9298564565000444,Adherent,RPMI + 10% FBS,32.5
ACH-000287,NUDUL1,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330982.0,95,lymphoma,B-cell_lymphoma_other, ,Male,DSMZ,,,,,
ACH-000288,BT549,BT549_BREAST,,905951.0,1835,breast,TNBC, ,Female,ATCC,3.0,-4.531994177647506,Adherent,RPMI + 10% heat inactivated FBS,22.6
ACH-000289,SNU466,SNU466_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma, ,Male,KCLB,,,,,
ACH-000290,NCIH209,NCIH209_LUNG,H209,688013.0,452,lung,lung_small, ,Male,ATCC,2.0,-5.369304164438233,Suspension,RPMI + 10% FBS,4.1
ACH-000291,OV90,OV90_OVARY,,1240197.0,1327,ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Female,ATCC,2.0,-4.779404109715113,Adherent,MCDB 105:Medium 199 (1:1) + 10% FBS + 1.5g/l Sodium bicarbonate,12.4
ACH-000292,NCIH841,NCIH841_LUNG,,1240192.0,1372,lung,lung_small, ,Male,ATCC,2.0,-3.2751560420106887,Adherent,DMEM:F12 (1:1) + 10% FBS + 1ml Insulin-Transferrin-Selenium,44.8
ACH-000293,KLE,KLE_ENDOMETRIUM,,924187.0,2256,uterus,uterus_endometrium, ,Female,ATCC,2.0,-3.2315840207753577,Adherent,DMEM:F12 (1:1) + 10% FBS,44
ACH-000294,NB4,NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1323913.0,1285,leukemia,AML, ,Female,DSMZ,3.0,-3.1077246546661605,Suspension,RPMI + 10% FBS,good
ACH-000295,EM2,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906855.0,901,leukemia,CML, ,Female,DSMZ,2.0,-2.0929529315046134,Suspension,RPMI + 10% FBS,41.9
ACH-000296,OUMS23,OUMS23_LARGE_INTESTINE,,, ,colorectal, , ,Male,HSSRB,3.0,-3.410294399403995,Adherent,DMEM + 10% FBS,20.9
ACH-000297,NCIH889,NCIH889_LUNG,,, ,lung,lung_small, ,Female,ATCC,,,,,
ACH-000298,NCIH2029,NCIH2029_LUNG,,688011.0,2106,lung,lung_small, ,Female,ATCC,,,,,
ACH-000299,HNT34,HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HNT-34,, ,leukemia,AML, ,Female,,,,,,
ACH-000300,SLR25,SLR25_KIDNEY,,, ,kidney, , ,Unknown,,,,,,
ACH-000301,LAMA84,LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907783.0,709,leukemia,CML, ,Female,DSMZ,,,,,
ACH-000302,SNU1077,SNU1077_ENDOMETRIUM,,, ,uterus,uterus_endometrium, ,Female,KCLB,2.0,-4.9989104329057765,Adherent,RPMI + 10% FBS,13.2
ACH-000303,SNU5,SNU5_STOMACH,,908445.0,28,gastric,gastric_adenocarcinoma, ,Female,ATCC,,,,,
ACH-000304,WM115,WM115_SKIN,,909784.0,1000,skin,melanoma, ,Female,ATCC,2.0,-2.399525406406256,Adherent,MEM + 10% FBS,51.7
ACH-000305,ECGI10,ECGI10_OESOPHAGUS,,753555.0,2138,esophagus,esophagus_squamous, ,Male,RIKEN,,,,,
ACH-000306,HS688AT,HS688AT_FIBROBLAST,,, ,fibroblast, , ,Male,,,,,,
ACH-000307,PK1,PK1_PANCREAS,,, ,pancreas, , ,Male,RIKEN,2.0,-5.083575140804805,Adherent,RPMI + 10% FBS,17.5
ACH-000308,EFO21,EFO21_OVARY,,911905.0,303,ovary,ovary_adenocarcinoma,ovary_clear_cell,Female,DSMZ,3.0,-4.7346488610155415,Adherent,RPMI + 20% FBS + 1mM Sodium pyruvate + 0.1mM NEAA,28.2
ACH-000309,SKLU1,SKLU1_LUNG,,909721.0,233,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,,,,,
ACH-000310,IMR32,IMR32_AUTONOMIC_GANGLIA,,, ,peripheral_nervous_system,neuroblastoma, ,Male,ATCC,3.0,-1.8887486668930749,Adherent,MEM + 10% FBS,39.9
ACH-000311,NCIH2122,NCIH2122_LUNG,,722046.0,1015,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,4.0,-2.8999436564315086,Adherent,RPMI + 10% FBS,31.1
ACH-000312,SKNBE2,SKNBE2_AUTONOMIC_GANGLIA,,, ,peripheral_nervous_system,neuroblastoma, ,Male,ATCC,4.0,-3.2415469941039765,Adherent,MEM:F12 (1:1) + 10% FBS,49.1
ACH-000313,KMRC3,KMRC3_KIDNEY,,, ,kidney,renal, ,Male,HSRRB,,,,,
ACH-000314,HCC2108,HCC2108_LUNG,,, ,lung,lung_NSC,lung_adenocarcinoma,Male,KCLB,,,,,
ACH-000315,KARPAS422,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907274.0,1973,lymphoma,DLBCL, ,Female,DSMZ,2.0,-2.7816425471011303,Suspension,RPMI + 20% FBS,23.4
ACH-000316,SNU886,SNU886_LIVER,,, ,liver, , ,Male,KCLB,2.0,-4.210978649088379,Adherent,RPMI + 10% FBS,17
ACH-000317,TUHR14TKB,TUHR14TKB_KIDNEY,,, ,kidney, , ,Male,RIKEN,2.0,-3.2469026933375518,Adherent,RPMI + 10% FBS,37
ACH-000318,TE10,TE10_OESOPHAGUS,,753622.0,1561,esophagus,esophagus_squamous, ,Male,RIKEN,2.0,-3.4927314596953187,Adherent,DMEM + 10% FBS,9.9
ACH-000319,MPP89,MPP89_PLEURA,,908150.0,2255,mesothelioma, , ,Male,ICLC,2.0,-4.052237753803199,Adherent,DMEM + 10% FBS,44.2
ACH-000320,PSN1,PSN1_PANCREAS,GR-M,910546.0,560,pancreas, , ,Male,ECACC,4.0,-2.0642705694089067,Adherent,RPMI + 10% FBS + 2mM Glutamine,21.1
ACH-000321,MOLM6,MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,, ,leukemia,CML, ,Male,DSMZ,,,,,
ACH-000322,HT144,HT144_SKIN,,907067.0,1193,skin,melanoma, ,Male,ATCC,2.0,-3.2789022051200662,Adherent,McCoy's 5A + 10% FBS,50.5
ACH-000323,42MGBA,42MGBA_CENTRAL_NERVOUS_SYSTEM,,687561.0,1465,central_nervous_system,glioma,astrocytoma,Male,DSMZ,2.0,-3.9224386786114387,Adherent,RPMI:MEM (1:1) + 20% FBS,27.4
ACH-000324,JHOC5,JHOC5_OVARY,,, ,ovary,ovary_adenocarcinoma,ovary_clear_cell,Female,RIKEN,3.0,-3.524474363805393,Adherent,DMEM:F12 (1:1) + 10% FBS + 0.1mM NEAA,17.9
ACH-000325,SNU620,SNU620_STOMACH,,, ,gastric,gastric_adenocarcinoma, ,Female,KCLB,,,,,
ACH-000326,JURLMK1,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327771.0,1807,leukemia,CML, ,Male,DSMZ,2.0,-4.592979656455532,Suspension,RPMI + 10% FBS,58.2
ACH-000327,NCIH1395,NCIH1395_LUNG,,684681.0,1826,lung,lung_NSC,lung_adenocarcinoma,Female,ATCC,,,,,
ACH-000328,LN215,LN215_CENTRAL_NERVOUS_SYSTEM,,, ,central_nervous_system,glioma,glioblastoma,Female,,,,,,
ACH-000329,CCFSTTG1,CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,,906823.0,876,central_nervous_system,glioma,astrocytoma,Female,ATCC,2.0,-4.1474358738660415,Adherent,RPMI + 10% FBS,18.5
ACH-000330,EFM19,EFM19_BREAST,,906851.0,1786,breast,ERpos, ,Female,DSMZ,2.0,-2.8790897518819327,Adherent,RPMI + 10% FBS,32
ACH-000331,ISTMES2,ISTMES2_PLEURA,IST-MES-2,, ,mesothelioma, , ,Male,ICLC,2.0,-4.16806306533417,Adherent,DMEM + 10% FBS + 2mM L-glutamine + NEAA,36.2
